Name,PositionName,MaximumVelocity,TotalDuration,TotalPlayerLoad,TotalDistance,HIDistanceAverage,Time90HRmax,HIDistance,MaxSprints,HIRuns
Josie Merrill - SR TEAM TRAINING 07-28-2016,Full Back,23.4414,2016-08-22 01:30:19.0000000 -07:00,501.77975,5130.05328,151.07,2016-08-22 12:20:32.0000000 -07:00,151.07,2,18
Josie Merrill - SR TEAM TRAINING 07-29-2016,Full Back,16.1406,2016-08-22 12:32:22.0000000 -07:00,129.29609,1368.96735,0,2016-08-22 12:00:15.0000000 -07:00,0,0,0
Josie Merrill - SR V PT 07-30-2016,Full Back,26.595,2016-08-22 01:35:02.0000000 -07:00,995.71576,10787.85303,560.25001,2016-08-22 12:40:43.0000000 -07:00,560.25001,8,50
Isabel Quinn - SR TEAM TRAINING 07-01-2016,Full Back,21.7998,2016-08-22 12:38:11.0000000 -07:00,142.93759,1286.62033,18.51,2016-08-22 12:00:07.0000000 -07:00,18.51,0,1
Isabel Quinn - SR V BB 07-02-2016,Full Back,26.0514,2016-08-22 01:35:20.0000000 -07:00,924.12186,9708.9292,708.72,2016-08-22 12:39:37.0000000 -07:00,708.72,12,45
Isabel Quinn - SR TEAM TRAINING 07-05-2016,Full Back,19.269,2016-08-22 01:05:06.0000000 -07:00,368.56307,3774.60938,28.76,2016-08-22 12:06:24.0000000 -07:00,28.76,0,7
Isabel Quinn - SR TEAM TRAINING 07-06-2016,Full Back,22.1742,2016-08-22 01:00:52.0000000 -07:00,319.2962,3542.75073,85.82,2016-08-22 12:00:06.0000000 -07:00,85.82,0,7
Isabel Quinn - SR TEAM TRAINING 07-07-2016,Full Back,17.037,2016-08-22 01:00:40.0000000 -07:00,217.1577,2257.35498,0,2016-08-22 12:00:00.0000000 -07:00,0,0,0
Isabel Quinn - SR TEAM TRAINING 07-08-2016,Full Back,18.2466,2016-08-22 01:11:53.0000000 -07:00,300.0517,3021.70923,4.32,2016-08-22 12:00:03.0000000 -07:00,4.32,0,2
Isabel Quinn - SR V NY 07-09-2016,Full Back,25.1406,2016-08-22 01:27:14.0000000 -07:00,783.95328,8160.83374,331.4,2016-08-22 12:37:25.0000000 -07:00,331.4,6,27
Isabel Quinn - SR TEAM TRAINING 07-11-2016,Full Back,22.9482,2016-08-22 01:27:08.0000000 -07:00,339.99823,3222.83618,160.83,2016-08-22 12:00:00.0000000 -07:00,160.83,2,9
Isabel Quinn - SR TEAM TRAINING 07-12-2016,Full Back,24.129,2016-08-22 01:14:30.0000000 -07:00,414.98587,4161.03156,190.25,2016-08-22 12:04:03.0000000 -07:00,190.25,1,11
Isabel Quinn - SR TEAM TRAINING 07-14-2016,Full Back,25.3674,2016-08-22 12:51:58.0000000 -07:00,295.7953,3148.71539,69.99,2016-08-22 12:02:16.0000000 -07:00,69.99,1,6
Isabel Quinn - SR TEAM TRAINING 07-15-2015,Full Back,19.431,2016-08-22 12:55:39.0000000 -07:00,248.50273,2311.55615,9.95,2016-08-22 12:00:42.0000000 -07:00,9.95,0,2
Isabel Quinn - SR V NY 07-16-2016,Full Back,24.4206,2016-08-22 02:03:39.0000000 -07:00,1124.76361,11914.88,729.65999,2016-08-22 12:52:14.0000000 -07:00,729.65999,6,50
Isabel Quinn - SR TEAM TRAINING 07-18-2016,Full Back,20.6694,2016-08-22 02:00:52.0000000 -07:00,248.10669,2505.51318,34.18,2016-08-22 12:00:00.0000000 -07:00,34.18,0,6
Isabel Quinn - SR TEAM TRAINING 07-20-2016,Full Back,20.313,2016-08-22 01:03:21.0000000 -07:00,338.73485,3289.25482,105.62,2016-08-22 12:02:44.0000000 -07:00,105.62,0,14
Isabel Quinn - SR TEAM TRAINING 07-21-2016,Full Back,24.471,2016-08-22 01:08:24.0000000 -07:00,331.36199,3407.48145,135.92,2016-08-22 12:01:47.0000000 -07:00,135.92,1,12
Isabel Quinn - SR TEAM TRAINING 07-22-2016,Full Back,18.6822,2016-08-22 12:29:34.0000000 -07:00,128.86945,1307.07828,3.39,2016-08-22 12:00:48.0000000 -07:00,3.39,0,1
Isabel Quinn - SR V OP 07-23-2016,Full Back,24.4458,2016-08-22 01:33:23.0000000 -07:00,921.07816,9802.81689,675.42,2016-08-22 12:36:21.0000000 -07:00,675.42,5,47
Isabel Quinn - SR TEAM TRAINING 07-26-2016,Full Back,22.725,2016-08-22 01:17:29.0000000 -07:00,436.02063,4528.36145,149.53,2016-08-22 12:01:42.0000000 -07:00,149.53,0,9
Isabel Quinn - SR TEAM TRAINING 07-28-2016,Full Back,22.5918,2016-08-22 01:09:01.0000000 -07:00,449.81748,4571.51422,144.33,2016-08-22 12:03:42.0000000 -07:00,144.33,0,21
Isabel Quinn - SR TEAM TRAINING 07-29-2016,Full Back,21.0258,2016-08-22 12:32:44.0000000 -07:00,169.29046,1683.42606,26.46,2016-08-22 12:00:47.0000000 -07:00,26.46,0,4
Isabel Quinn - SR V PT 07-30-2016,Full Back,26.4762,2016-08-22 01:24:34.0000000 -07:00,865.8165,8992.78931,597.02999,2016-08-22 12:40:56.0000000 -07:00,597.02999,8,49
Delia Alston - SR TEAM TRAINING 07-01-2016,Goalkeeper,15.4638,2016-08-22 01:39:19.0000000 -07:00,306.65656,2930.29517,0,2016-08-22 12:00:12.0000000 -07:00,0,0,0
Delia Alston - SR TEAM TRAINING 07-05-2016,Goalkeeper,16.5762,2016-08-22 01:59:09.0000000 -07:00,378.74188,3764.46606,0,2016-08-22 12:00:11.0000000 -07:00,0,0,0
Delia Alston - SR TEAM TRAINING 07-07-2016,Goalkeeper,12.0726,2016-08-22 12:45:32.0000000 -07:00,129.12599,923.59955,0,2016-08-22 12:00:03.0000000 -07:00,0,0,0
Delia Alston - SR TEAM TRAINING 07-08-2016,Goalkeeper,14.661,2016-08-22 12:59:22.0000000 -07:00,155.56801,1444.69604,0,2016-08-22 12:00:02.0000000 -07:00,0,0,0
Delia Alston - REHAB,Goalkeeper,0,2016-08-22 01:30:06.0000000 -07:00,132.86949,0,0,2016-08-22 12:00:01.0000000 -07:00,0,0,0
Delia Alston - REHAB ,Goalkeeper,1.80E-03,2016-08-22 12:57:06.0000000 -07:00,114.40028,0,0,2016-08-22 12:00:00.0000000 -07:00,0,0,0
Delia Alston - SR TEAM TRAINING 07-28-2016,Goalkeeper,20.2734,2016-08-22 01:30:19.0000000 -07:00,213.64424,2208.89076,9.54,2016-08-22 12:00:00.0000000 -07:00,9.54,0,2
Delia Alston - SR V PT 07-30-2016,Goalkeeper,21.843,2016-08-22 01:35:02.0000000 -07:00,315.81488,3957.55334,48.81,2016-08-22 12:00:05.0000000 -07:00,48.81,0,4
Silvia Pitts - SR TEAM TRAINING 07-01-2016,Centre Midfield,17.8074,2016-08-22 12:38:11.0000000 -07:00,171.55898,1632.47461,1,2016-08-22 12:00:25.0000000 -07:00,1,0,1
Silvia Pitts - SR V BB 07-02-2016,Centre Midfield,22.401,2016-08-22 12:13:20.0000000 -07:00,130.17433,1253.90576,138.17,2016-08-22 12:04:01.0000000 -07:00,138.17,0,13
Silvia Pitts - SR TEAM TRAINING 07-03-2016,Centre Midfield,25.0506,2016-08-22 01:20:48.0000000 -07:00,395.13171,4223.97754,356.8,2016-08-22 12:04:32.0000000 -07:00,356.8,12,19
Silvia Pitts - SR TEAM TRAINING 07-05-2016,Centre Midfield,27.5958,2016-08-22 01:14:04.0000000 -07:00,366.12571,3970.42496,200.02,2016-08-22 12:07:19.0000000 -07:00,200.02,5,11
Silvia Pitts - SR TEAM TRAINING 07-06-2016,Centre Midfield,21.9762,2016-08-22 01:20:21.0000000 -07:00,407.0807,4107.76361,38.43,2016-08-22 12:02:08.0000000 -07:00,38.43,0,9
Silvia Pitts - SR TEAM TRAINING 07-08-2016,Centre Midfield,17.3646,2016-08-22 12:59:32.0000000 -07:00,316.31577,3412.53613,0,2016-08-22 12:04:48.0000000 -07:00,0,0,0
Silvia Pitts - SR TEAM TRAINING 07-11-2016,Centre Midfield,23.3586,2016-08-22 01:47:46.0000000 -07:00,457.6626,4475.54541,130.96,2016-08-22 12:09:19.0000000 -07:00,130.96,1,15
Silvia Pitts - SR TEAM TRAINING 07-12-2016,Centre Midfield,23.1462,2016-08-22 01:30:43.0000000 -07:00,444.6391,4729.07727,216.5,2016-08-22 12:05:44.0000000 -07:00,216.5,2,19
Silvia Pitts - SR TEAM TRAINING 07-14-2016,Centre Midfield,22.3254,2016-08-22 01:01:45.0000000 -07:00,327.54029,3501.612,63.64,2016-08-22 12:05:21.0000000 -07:00,63.64,0,9
Silvia Pitts - SR TEAM TRAINING 07-15-2015,Centre Midfield,17.9658,2016-08-22 12:55:39.0000000 -07:00,302.59229,2832.20483,2.7,2016-08-22 12:03:13.0000000 -07:00,2.7,0,1
Silvia Pitts - SR V NY 07-16-2016,Centre Midfield,26.9622,2016-08-22 01:12:45.0000000 -07:00,494.0174,4772.48157,183.2,2016-08-22 12:11:02.0000000 -07:00,183.2,2,22
Silvia Pitts - SR TEAM TRAINING 07-18-2016,Centre Midfield,25.5474,2016-08-22 02:00:52.0000000 -07:00,545.73706,5545.52783,231.61999,2016-08-22 12:09:28.0000000 -07:00,231.61999,4,23
Silvia Pitts - SR TEAM TRAINING 07-20-2016,Centre Midfield,19.7118,2016-08-22 01:03:21.0000000 -07:00,271.8368,2768.44171,33.17,2016-08-22 12:01:08.0000000 -07:00,33.17,0,7
Silvia Pitts - SR V OP 07-23-2016,Centre Midfield,21.0906,2016-08-22 12:15:48.0000000 -07:00,179.91039,1678.93018,309.92999,2016-08-22 12:04:39.0000000 -07:00,309.92999,0,31
Silvia Pitts - SR TEAM TRAINING 07-24-1016,Centre Midfield,29.133,2016-08-22 01:22:25.0000000 -07:00,394.17508,3956.46338,423.26,2016-08-22 12:11:19.0000000 -07:00,423.26,7,17
Silvia Pitts - SR TEAM TRAINING 07-26-2016,Centre Midfield,23.4522,2016-08-22 01:11:45.0000000 -07:00,463.24011,4928.13144,247.65999,2016-08-22 12:07:31.0000000 -07:00,247.65999,1,19
Silvia Pitts - SR TEAM TRAINING 07-28-2016,Centre Midfield,20.619,2016-08-22 01:30:19.0000000 -07:00,401.08926,4423.64471,54.76,2016-08-22 12:03:57.0000000 -07:00,54.76,0,12
Silvia Pitts - SR TEAM TRAINING 07-29-2016,Centre Midfield,16.6554,2016-08-22 12:25:22.0000000 -07:00,124.65059,1201.11609,0,2016-08-22 12:00:55.0000000 -07:00,0,0,0
Leslie Bradford - SR TEAM TRAINING 07-01-2016,Centre Midfield,21.5082,2016-08-22 01:13:39.0000000 -07:00,222.31106,1809.68399,33.04,2016-08-22 12:02:58.0000000 -07:00,33.04,0,5
Leslie Bradford - SR V BB 07-02-2016,Centre Midfield,29.4462,2016-08-22 01:35:20.0000000 -07:00,987.39807,9919.27148,914.90999,2016-08-22 12:28:15.0000000 -07:00,914.90999,18,59
Leslie Bradford - SR TEAM TRAINING 07-03-2016,Centre Midfield,10.9926,2016-08-22 12:25:10.0000000 -07:00,75.61818,724.58405,0,2016-08-22 12:00:51.0000000 -07:00,0,0,0
Leslie Bradford - SR TEAM TRAINING 07-05-2016,Centre Midfield,25.4178,2016-08-22 01:39:24.0000000 -07:00,587.46472,5679.67883,1243.03003,2016-08-22 12:13:14.0000000 -07:00,1243.03003,8,33
Leslie Bradford - SR TEAM TRAINING 07-06-2016,Centre Midfield,24.6042,2016-08-22 12:53:20.0000000 -07:00,384.44501,3753.02612,140.33,2016-08-22 12:11:31.0000000 -07:00,140.33,3,20
Leslie Bradford - SR TEAM TRAINING 07-07-2016,Centre Midfield,20.9718,2016-08-22 01:00:40.0000000 -07:00,208.16777,2082.72192,40.34,2016-08-22 12:03:42.0000000 -07:00,40.34,0,4
Leslie Bradford - SR TEAM TRAINING 07-08-2016,Centre Midfield,19.5138,2016-08-22 01:12:00.0000000 -07:00,304.35095,2967.16504,16.18,2016-08-22 12:00:00.0000000 -07:00,16.18,0,2
Leslie Bradford - SR TEAM TRAINING 07-11-2016,Centre Midfield,18.6966,2016-08-22 01:12:51.0000000 -07:00,217.93391,1869.06299,6.22,2016-08-22 12:01:33.0000000 -07:00,6.22,0,1
Leslie Bradford - SR TEAM TRAINING 07-12-2016,Centre Midfield,28.7586,2016-08-22 01:25:38.0000000 -07:00,553.10436,5122.85376,1014.92998,2016-08-22 12:19:58.0000000 -07:00,1014.92998,14,30
Leslie Bradford - SR TEAM TRAINING 07-14-2016,Centre Midfield,22.8366,2016-08-22 12:51:58.0000000 -07:00,362.58501,3342.63501,99.53,2016-08-22 12:10:12.0000000 -07:00,99.53,1,13
Leslie Bradford - SR V NY 07-16-2016,Centre Midfield,28.0962,2016-08-22 02:03:39.0000000 -07:00,1163.48315,11384.56042,876.64,2016-08-22 12:43:24.0000000 -07:00,876.64,13,58
Leslie Bradford - SR TEAM TRAINING 07-20-2016,Centre Midfield,23.2578,2016-08-22 12:40:16.0000000 -07:00,339.47556,3030.61017,90.44,2016-08-22 12:07:44.0000000 -07:00,90.44,1,9
Leslie Bradford - SR TEAM TRAINING 07-21-2016,Centre Midfield,21.2418,2016-08-22 12:49:40.0000000 -07:00,307.61633,3082.08325,125.38,2016-08-22 12:02:50.0000000 -07:00,125.38,0,14
Leslie Bradford - SR TEAM TRAINING 07-26-2016,Centre Midfield,23.9454,2016-08-22 01:02:43.0000000 -07:00,478.85016,4451.92313,222.15,2016-08-22 12:12:39.0000000 -07:00,222.15,2,21
Leslie Bradford - SR TEAM TRAINING 07-28-2016,Centre Midfield,27.0234,2016-08-22 01:09:01.0000000 -07:00,518.47989,4715.52356,211.44,2016-08-22 12:06:04.0000000 -07:00,211.44,3,22
Leslie Bradford - SR TEAM TRAINING 07-29-2016,Centre Midfield,16.425,2016-08-22 12:25:22.0000000 -07:00,74.33375,616.6618,0,2016-08-22 12:00:00.0000000 -07:00,0,0,0
Leslie Bradford - SR V PT 07-30-2016,Centre Midfield,25.8606,2016-08-22 01:35:02.0000000 -07:00,943.94193,9587.72363,532.67,2016-08-22 12:46:26.0000000 -07:00,532.67,10,38
Megan Britt - SR TEAM TRAINING 07-01-2016,Centre Midfield,18.549,2016-08-22 01:13:39.0000000 -07:00,221.12942,2023.17627,4.99,2016-08-22 12:00:12.0000000 -07:00,4.99,0,1
Megan Britt - SR V BB 07-02-2016,Centre Midfield,25.8606,2016-08-22 01:29:00.0000000 -07:00,916.23996,9747.87793,387.42001,2016-08-22 12:35:06.0000000 -07:00,387.42001,3,33
Megan Britt - SR TEAM TRAINING 07-05-2016,Centre Midfield,19.341,2016-08-22 01:05:06.0000000 -07:00,416.19268,4065.82581,29.09,2016-08-22 12:08:11.0000000 -07:00,29.09,0,9
Megan Britt - SR TEAM TRAINING 07-06-2016,Centre Midfield,22.9554,2016-08-22 12:53:20.0000000 -07:00,367.0943,3778.37164,84.11,2016-08-22 12:00:09.0000000 -07:00,84.11,0,8
Megan Britt - SR TEAM TRAINING 07-07-2016,Centre Midfield,17.9298,2016-08-22 01:00:40.0000000 -07:00,189.46199,2081.47827,0.91,2016-08-22 12:00:00.0000000 -07:00,0.91,0,1
Megan Britt - SR TEAM TRAINING 07-08-2016,Centre Midfield,21.5586,2016-08-22 01:11:40.0000000 -07:00,372.04373,3759.08618,46.37,2016-08-22 12:00:09.0000000 -07:00,46.37,0,4
Megan Britt - SR V NY 07-09-2016,Centre Midfield,24.813,2016-08-22 01:45:48.0000000 -07:00,1078.04608,11013.01416,423.96001,2016-08-22 12:32:53.0000000 -07:00,423.96001,2,33
Megan Britt - SR TEAM TRAINING 07-11-2016,Centre Midfield,19.899,2016-08-22 01:31:30.0000000 -07:00,286.90332,2620.58301,8.06,2016-08-22 12:00:11.0000000 -07:00,8.06,0,1
Megan Britt - SR TEAM TRAINING 07-12-2016,Centre Midfield,22.509,2016-08-22 01:04:27.0000000 -07:00,412.45988,4003.47815,172.89,2016-08-22 12:00:57.0000000 -07:00,172.89,0,11
Megan Britt - SR TEAM TRAINING 07-14-2016,Centre Midfield,21.6234,2016-08-22 12:51:58.0000000 -07:00,331.71098,3397.03662,70.78,2016-08-22 12:00:00.0000000 -07:00,70.78,0,6
Megan Britt - SR TEAM TRAINING 07-15-2015,Centre Midfield,21.4542,2016-08-22 12:55:39.0000000 -07:00,268.68991,2415.25024,19.28,2016-08-22 12:00:08.0000000 -07:00,19.28,0,3
Megan Britt - SR V NY 07-16-2016,Centre Midfield,25.3926,2016-08-22 02:03:39.0000000 -07:00,1212.48912,11811.43408,427.91,2016-08-22 12:45:47.0000000 -07:00,427.91,4,40
Megan Britt - SR TEAM TRAINING 07-18-2016,Centre Midfield,19.3986,2016-08-22 01:18:03.0000000 -07:00,289.18655,2911.34521,31.92,2016-08-22 12:00:00.0000000 -07:00,31.92,0,5
Megan Britt - SR TEAM TRAINING 07-20-2016,Centre Midfield,21.8826,2016-08-22 12:51:44.0000000 -07:00,343.02552,3243.23029,58.29,2016-08-22 12:01:40.0000000 -07:00,58.29,0,10
Megan Britt - SR TEAM TRAINING 07-21-2016,Centre Midfield,21.1194,2016-08-22 12:49:40.0000000 -07:00,296.81052,3123.14038,132.03,2016-08-22 12:01:03.0000000 -07:00,132.03,0,15
Megan Britt - SR TEAM TRAINING 07-22-2016,Centre Midfield,13.599,2016-08-22 12:20:54.0000000 -07:00,60.43361,701.36316,0,2016-08-22 12:00:00.0000000 -07:00,0,0,0
Megan Britt - SR V OP 07-23-2016,Centre Midfield,25.209,2016-08-22 01:15:05.0000000 -07:00,840.63965,8667.41919,318.45999,2016-08-22 12:45:03.0000000 -07:00,318.45999,1,34
Megan Britt - SR TEAM TRAINING 07-26-2016,Centre Midfield,22.7754,2016-08-22 01:02:43.0000000 -07:00,412.40501,4320.21716,111.08,2016-08-22 12:00:21.0000000 -07:00,111.08,0,5
Megan Britt - SR TEAM TRAINING 07-28-2016,Centre Midfield,21.0834,2016-08-22 01:09:01.0000000 -07:00,417.74591,4217.45435,57.75,2016-08-22 12:00:23.0000000 -07:00,57.75,0,11
Megan Britt - SR TEAM TRAINING 07-29-2016,Centre Midfield,17.145,2016-08-22 12:25:22.0000000 -07:00,123.97704,1128.25116,0,2016-08-22 12:00:02.0000000 -07:00,0,0,0
Megan Britt - SR V PT 07-30-2016,Centre Midfield,29.0646,2016-08-22 01:35:02.0000000 -07:00,1080.08331,11254.87549,457.65999,2016-08-22 12:50:19.0000000 -07:00,457.65999,5,42
May Garner - SR TEAM TRAINING 07-01-2016,Centre Back,23.0994,2016-08-22 12:46:59.0000000 -07:00,241.46136,2346.77814,35.28,2016-08-22 12:01:22.0000000 -07:00,35.28,1,2
May Garner - SR V BB 07-02-2016,Centre Back,27.027,2016-08-22 01:35:20.0000000 -07:00,919.45651,9734.93457,366.18,2016-08-22 12:07:01.0000000 -07:00,366.18,3,32
May Garner - SR TEAM TRAINING 07-05-2016,Centre Back,21.789,2016-08-22 01:05:06.0000000 -07:00,383.03358,4326.7843,73.08,2016-08-22 12:03:10.0000000 -07:00,73.08,0,11
May Garner - SR TEAM TRAINING 07-06-2016,Centre Back,23.985,2016-08-22 12:53:20.0000000 -07:00,355.49648,3851.33209,87,2016-08-22 12:01:48.0000000 -07:00,87,2,11
May Garner - SR TEAM TRAINING 07-07-2016,Centre Back,17.577,2016-08-22 01:00:40.0000000 -07:00,201.43277,2129.68726,0,2016-08-22 12:00:00.0000000 -07:00,0,0,0
May Garner - SR TEAM TRAINING 07-08-2016,Centre Back,19.125,2016-08-22 01:11:33.0000000 -07:00,330.12769,3711.11816,15.39,2016-08-22 12:00:00.0000000 -07:00,15.39,0,3
May Garner - SR V NY 07-09-2016,Centre Back,28.6686,2016-08-22 01:45:48.0000000 -07:00,875.49731,9404.50977,641.11002,2016-08-22 12:02:55.0000000 -07:00,641.11002,15,46
May Garner - SR TEAM TRAINING 07-11-2016,Centre Back,17.1342,2016-08-22 01:49:06.0000000 -07:00,367.04279,3743.95776,0,2016-08-22 12:00:00.0000000 -07:00,0,0,0
May Garner - SR TEAM TRAINING 07-12-2016,Centre Back,24.4674,2016-08-22 01:36:17.0000000 -07:00,554.29197,5535.78308,287.82001,2016-08-22 12:01:47.0000000 -07:00,287.82001,8,18
May Garner - SR TEAM TRAINING 07-14-2016,Centre Back,23.4666,2016-08-22 01:13:02.0000000 -07:00,424.23223,4334.76521,61.69,2016-08-22 12:00:00.0000000 -07:00,61.69,1,8
May Garner - SR TEAM TRAINING 07-15-2015,Centre Back,20.007,2016-08-22 01:28:34.0000000 -07:00,433.68987,5460.64185,15.78,2016-08-22 12:00:17.0000000 -07:00,15.78,0,2
May Garner - SR V NY 07-16-2016,Centre Back,26.4186,2016-08-22 02:03:39.0000000 -07:00,1110.13412,11900.53711,507.92001,2016-08-22 12:08:09.0000000 -07:00,507.92001,8,42
May Garner - SR TEAM TRAINING 07-18-2016,Centre Back,22.707,2016-08-22 01:22:43.0000000 -07:00,369.77957,4067.75708,46.83,2016-08-22 12:00:00.0000000 -07:00,46.83,0,6
May Garner - SR TEAM TRAINING 07-20-2016,Centre Back,26.9694,2016-08-22 12:46:21.0000000 -07:00,278.60198,2716.1908,75.36,2016-08-22 12:00:00.0000000 -07:00,75.36,1,5
May Garner - SR TEAM TRAINING 07-21-2016,Centre Back,25.6302,2016-08-22 12:53:13.0000000 -07:00,290.36346,3245.87378,224.84999,2016-08-22 12:00:07.0000000 -07:00,224.84999,3,13
May Garner - SR TEAM TRAINING 07-22-2016,Centre Back,16.5942,2016-08-22 12:29:34.0000000 -07:00,122.27192,1227.99266,0,2016-08-22 12:00:00.0000000 -07:00,0,0,0
May Garner - SR V OP 07-23-2016,Centre Back,26.7642,2016-08-22 01:33:23.0000000 -07:00,893.50375,9618.52051,450.72,2016-08-22 12:07:36.0000000 -07:00,450.72,6,38
May Garner - SR TEAM TRAINING 07-26-2016,Centre Back,26.5554,2016-08-22 01:17:29.0000000 -07:00,474.73049,4914.35739,244.05,2016-08-22 12:00:02.0000000 -07:00,244.05,4,13
May Garner - SR TEAM TRAINING 07-28-2016,Centre Back,24.6042,2016-08-22 01:30:19.0000000 -07:00,460.65846,4731.97693,162.19,2016-08-22 12:00:00.0000000 -07:00,162.19,2,18
May Garner - SR TEAM TRAINING 07-29-2016,Centre Back,16.3422,2016-08-22 12:25:22.0000000 -07:00,141.57583,1406.17365,0,2016-08-22 12:00:00.0000000 -07:00,0,0,0
May Garner - SR V PT 07-30-2016,Centre Back,25.5474,2016-08-22 01:35:02.0000000 -07:00,884.51825,9457.64746,526.17999,2016-08-22 12:16:31.0000000 -07:00,526.17999,6,50
Tasha Conner - SR TEAM TRAINING 07-01-2016,Forward,26.9226,2016-08-22 12:38:11.0000000 -07:00,159.30945,1526.46478,63.01,2016-08-22 12:00:05.0000000 -07:00,63.01,1,4
Tasha Conner - SR TEAM TRAINING 07-05-2016,Forward,23.157,2016-08-22 01:05:06.0000000 -07:00,302.14713,3428.22412,99.41,2016-08-22 12:02:01.0000000 -07:00,99.41,1,18
Tasha Conner - SR TEAM TRAINING 07-06-2016,Forward,25.0218,2016-08-22 01:32:28.0000000 -07:00,361.48367,4230.51294,221.66,2016-08-22 12:03:20.0000000 -07:00,221.66,2,26
Tasha Conner - SR TEAM TRAINING 07-07-2016,Forward,22.4334,2016-08-22 01:00:40.0000000 -07:00,177.42636,1908.18921,19.65,2016-08-22 12:00:10.0000000 -07:00,19.65,0,1
Tasha Conner - SR TEAM TRAINING 07-11-2016,Forward,22.8222,2016-08-22 01:18:32.0000000 -07:00,345.50504,3588.15918,217.13,2016-08-22 12:01:17.0000000 -07:00,217.13,0,21
Tasha Conner - SR TEAM TRAINING 07-12-2016,Forward,27.207,2016-08-22 01:19:34.0000000 -07:00,394.95452,4352.92334,453.82999,2016-08-22 12:02:26.0000000 -07:00,453.82999,14,28
Tasha Conner - SR TEAM TRAINING 07-14-2016,Forward,24.3522,2016-08-22 12:51:58.0000000 -07:00,211.64413,2330.06946,132.73,2016-08-22 12:01:05.0000000 -07:00,132.73,1,18
Tasha Conner - SR TEAM TRAINING 07-15-2015,Forward,19.0674,2016-08-22 12:55:39.0000000 -07:00,257.00266,2468.27759,6.74,2016-08-22 12:00:16.0000000 -07:00,6.74,0,1
Tasha Conner - SR TEAM TRAINING 07-18-2016,Forward,25.0434,2016-08-22 02:00:52.0000000 -07:00,496.64056,5375.66211,258.01001,2016-08-22 12:01:34.0000000 -07:00,258.01001,3,32
Tasha Conner - SR TEAM TRAINING 07-20-2016,Forward,28.0062,2016-08-22 12:51:19.0000000 -07:00,248.34951,2702.68634,194.23,2016-08-22 12:00:04.0000000 -07:00,194.23,3,16
Tasha Conner - SR TEAM TRAINING 07-21-2016,Forward,27.1746,2016-08-22 12:49:40.0000000 -07:00,208.9243,2494.58484,259.65,2016-08-22 12:00:08.0000000 -07:00,259.65,5,17
Tasha Conner - SR V OP 07-23-2016,Forward,27.4626,2016-08-22 12:27:25.0000000 -07:00,266.98412,3145.41406,389.29,2016-08-22 12:01:22.0000000 -07:00,389.29,3,34
Tasha Conner - SR TEAM TRAINING 07-24-1016,Forward,30.8214,2016-08-22 01:22:25.0000000 -07:00,420.35416,4245.37842,447.53,2016-08-22 12:00:21.0000000 -07:00,447.53,9,21
Tasha Conner - SR TEAM TRAINING 07-28-2016,Forward,26.9946,2016-08-22 01:30:19.0000000 -07:00,430.04803,4830.1937,299.1,2016-08-22 12:03:17.0000000 -07:00,299.1,4,27
Tasha Conner - SR TEAM TRAINING 07-29-2016,Forward,21.6918,2016-08-22 12:36:37.0000000 -07:00,190.86887,2084.29095,35.55,2016-08-22 12:00:00.0000000 -07:00,35.55,0,7
Tasha Conner - SR V PT 07-30-2016,Forward,25.6446,2016-08-22 12:10:39.0000000 -07:00,100.75787,1172.79639,150.9,2016-08-22 12:00:13.0000000 -07:00,150.9,2,9
Benita Gallagher - SR TEAM TRAINING 07-01-2016,Centre Midfield,21.9762,2016-08-22 01:13:39.0000000 -07:00,224.50125,2029.63364,34.14,2016-08-22 12:00:32.0000000 -07:00,34.14,0,3
Benita Gallagher - SR V BB 07-02-2016,Centre Midfield,28.1358,2016-08-22 01:35:20.0000000 -07:00,1048.70032,10869.47461,1053.09999,2016-08-22 12:41:52.0000000 -07:00,1053.09999,22,70
Benita Gallagher - SR TEAM TRAINING 07-05-2016,Centre Midfield,25.4898,2016-08-22 01:39:24.0000000 -07:00,657.60963,6377.65625,737.77999,2016-08-22 12:11:31.0000000 -07:00,737.77999,6,30
Benita Gallagher - SR TEAM TRAINING 07-06-2016,Centre Midfield,27.4842,2016-08-22 01:07:54.0000000 -07:00,514.44443,4953.32306,405.76999,2016-08-22 12:05:39.0000000 -07:00,405.76999,11,30
Benita Gallagher - SR TEAM TRAINING 07-07-2016,Centre Midfield,20.3202,2016-08-22 01:00:40.0000000 -07:00,241.8064,2320.48828,10.19,2016-08-22 12:00:00.0000000 -07:00,10.19,0,1
Benita Gallagher - SR TEAM TRAINING 07-08-2016,Centre Midfield,20.4498,2016-08-22 01:11:46.0000000 -07:00,352.93851,3531.16528,29.35,2016-08-22 12:00:05.0000000 -07:00,29.35,0,3
Benita Gallagher - SR V NY 07-09-2016,Centre Midfield,29.7234,2016-08-22 01:45:48.0000000 -07:00,1020.33731,10566.45264,592.48,2016-08-22 12:31:24.0000000 -07:00,592.48,8,44
Benita Gallagher - SR TEAM TRAINING 07-11-2016,Centre Midfield,23.517,2016-08-22 01:42:28.0000000 -07:00,411.33704,3677.80713,133.81,2016-08-22 12:01:51.0000000 -07:00,133.81,1,10
Benita Gallagher - SR TEAM TRAINING 07-12-2016,Centre Midfield,28.143,2016-08-22 01:25:26.0000000 -07:00,592.83231,5603.30859,653.07001,2016-08-22 12:13:36.0000000 -07:00,653.07001,14,26
